Sl_No,CIN,Company_Name,Triggered_By,NCLT_Bench,Defunct,Date_Insolvency_Commencement,Date_Resolution_Order,Total_Admitted_Claims,Admitted_Claims_FC,Admitted_Claims_OC,Liquidation_Value,Realisable_FC,Realisable_OC,Liquidation_Flag
651,U45201RJ2012PTC037634,RG Buildestate Private Limited,FC,Jaipur,No,2020-01-30,2021-10-07,4.946824,4.946824,0.0,2.4887615,2.42,0,0
652,U31100MH1997PTC106456,Apollo Soyuz Electricals Private Limited,FC,Mumbai,Yes,2021-07-12,2023-04-13,59.9158156,23.8819149,36.0339007,7.2910154,5.97,0.042,0
653,U23200MH1993PLC075373,Unimark Remedies Limited,FC,Mumbai,No,2018-04-03,2023-04-17,1180.7793178,1072.6512512,108.1280666,125.664499,121,6,0
654,U32109CH1987PLC031464,Haryana Telecom Limited,FC,Chandigarh,Yes,2020-02-07,2023-04-12,95.9839584,8.8823575,87.1016009,25.5990828,1.3748673,20.8818414,0
655,U51311MH2007PTC168736,J - Marks Exim (India) Private Limited,FC,Mumbai,Yes,2020-05-26,2023-04-19,339.1225614,259.1557405,79.9668209,9.8146471,8.6728414,0.1871586,0
656,U70102DL2012PTC241987,K V Developers Pvt Limited,FC,New Delhi,No,2020-10-28,2023-04-17,204.4907464,199.3456415,5.1451049,82.5944748,136.096866,0,0
657,U27100MH2004PLC144559,Indian Steel Corporation Limited,FC,Mumbai,No,2021-10-06,2023-04-13,2733.1701623,2709.8073326,23.3628297,643.4480163,810,12,0
658,U15499UP2002PTC026683,B.B. Foods Private Limited,FC,Allahabad,No,2019-10-22,2023-03-29,65.4771076,65.4771076,0.0,17.8720423,16.25,0,0
659,U74120DL2010PTC210299,Amzen Machines Private Limited,FC,New Delhi,No,2021-03-11,2023-04-17,523.0297046000001,499.2512161,23.7784885,93.125265,88.2,0.6,0
660,U45201UP2005PTC030699,Vaishali Real Estate Private Limited,FC,Allahabad,Yes,2022-03-30,2023-04-20,2.9120912,2.9120912,0.0,3.933033,2.9120912,0,0
661,U14101RJ1978PTC001775,Gotan Limes Pvt Ltd,OC,Jaipur,No,2022-04-12,2023-04-19,9.8136676,8.2052403,1.6084273,0.786194963,1.4,0.13,0
662,U70109DL2006PTC152635,Sare Gurugram Private Limited,FC,New Delhi,No,2021-03-09,2023-04-24,2140.3229625,2086.0660902,54.2568723,252.8355927,1427.446519,3.0255348,0
663,U55101KL2008PTC022067,ITMA Hotels India Private Limited,FC,Kochi,Yes,2021-12-31,2023-03-29,238.5057688,236.5566801,1.9490887,76.61965,54.7146,0.02,0
664,L28920MH1981PLC023972,Precision Containeurs Limited,FC,Mumbai,No,2022-03-10,2023-05-02,1000.4427572,1000.3027323,0.1400249,1.8415,4.8599751,0.1400249,0
665,U45203TG2010PLC066886,IVRCL Chengapalli Tollways Ltd.,FC,Hyderabad,No,2022-04-20,2023-05-01,1465.2988395,1058.4999727,406.7988668,471.23125,1058.4999727,406.7988668,0
666,U51503MH2001PTC132334,Vijay Engineering Enterprises Private Limited,FC,Mumbai,Yes,2019-08-09,2023-05-02,26.047211500000003,12.0388008,14.0084107,0.81470305,0.3001393,0.4321025,0
667,L74899DL1991PLC138153,CLC Industries Limited,FC,New Delhi,Yes,2020-01-03,2023-05-12,1203.1159124,911.8005664,291.315346,125.6316712,140.25,4,0
668,U36990MH2019PTC321159,Prince Mfg Industries Private Limited,OC,Mumbai,Yes,2021-10-05,2023-05-15,179.4541528,171.1303225,8.3238303,39.2,39.1667617,0.0832383,0
669,U45200TG2013PTC088236,Ananya Infra Projects Private Limited,OC,Hyderabad,No,2022-03-01,2023-02-23,4.8081112,3.4799647,1.3281465,0,1.3731687,0.05,0
670,L24110MH1989PLC052251,Sharon Bio -Medicine Limited,FC,Mumbai,No,2017-04-11,2023-05-17,920.3556917,891.7702779,28.5854138,184.22724839400001,197.5,4.4,0
671,U45200MH1994PTC080038,Mayur Pankh Properties Private Limited,FC,Mumbai,Yes,2018-12-18,2023-05-17,146.27997860000002,145.281708,0.9982706,72.414,64.1790636,0.0574222,0
672,U45201GA1991PTC001114,Heera Construction Company Limited,FC,Mumbai,Yes,2019-03-27,2023-03-31,623.3886438,387.6530406,235.7356032,277.04,187.7793,0.3360625,0
673,U45201DL2006PTC147034,Dignity Buildcon Private Limited,OC,New Delhi,No,2019-04-24,2023-05-17,1065.4759069000002,1006.8080657,58.6678412,428.88125215,447.5,2.5972734,0
674,U40109TG2009PTC064018,Lanco Solar Energy Private Limited,FC,Hyderabad,No,2019-06-14,2023-04-24,649.7291931,514.4506582,135.2785349,47.3122518,83.04,0.2,0
675,U40108MH2001PLC134299,Octaga Green Power And Suoar Company Limited,OC,Mumbai,No,2019-07-02,2023-05-19,184.4381656,179.2548317,5.1833339,17.8463363,25.5,0.15,0
676,U70109DL2006PTC155922,Emerald Lands (India) Private Limited,FC,New Delhi,No,2020-01-02,2023-05-24,353.71894039999995,344.5560854,9.162855,142.1058058,116.3356056,0.1750774,0
677,U40300DL2008PTC177839,Associated Lighting Service Private Limited,FC,New Delhi,Yes,2020-10-21,2021-12-03,9.2238316,9.2238316,0.0,4.3292573,4.5,0,0
678,U45201GJ2009PLC058702,Sintex Prefab And Infra Limited,FC,Ahmedabad,No,2021-02-24,2022-12-21,745.800175,566.4875892,179.3125858,50.2828474,80.56,0.0017773,0
679,U74900MH1996PLC118908,S.K.Elite Industries (India) Limited,FC,Mumbai,No,2021-05-07,2023-05-15,86.2346946,86.2346946,0.0,36.0828252,47.15,0,0
680,L99999MH1946PLC005261,Mohota Industries Limited,OC,Mumbai,No,2021-08-30,2023-05-19,136.4699785,85.5931864,50.8767921,49.3807365,31.99,17.25,0
681,U01403PB2013PTC038167,Amar Parkash Rice Exports Private Limited,FC,Chandigarh,No,2022-04-26,2023-04-21,14.1592229,11.5402959,2.618927,5.7238585,6.3,0.6,0
682,U55101TG2010PTC067088,Viceroy Bangalore Hotels Private Limited,FC,Hyderabad,No,2022-08-05,2023-05-22,1163.8470651,1144.5316507,19.3154144,329.78255,291,9,0
683,L27100MH1985PLC140379,National Steel And Agro Industries Limited,FC,Mumbai,No,2022-04-11,2023-05-19,2025.2081469,1686.6308288,338.5773181,334.5681116,612.4738228,10.3676073,0
684,U17117HP2000PLC026391,GPI Textiles Limited,FC,Chandigarh,No,2018-07-06,2023-04-27,384.84885340000005,319.0307268,65.8181266,103.3350297,148.89,8.7146583,0
685,U33112TN1995PLC032432,Peekay Mediequip Private Limited,FC,Chennai,Yes,2019-08-13,2023-05-02,104.0901759,89.9424034,14.1477725,11.9746,35.859633,6.581167,0
686,U70101DL2011PTC212252,Three C Homes Private Limited,FC,New Delhi,Yes,2019-09-06,2023-06-13,299.730047,126.2115561,173.5184909,480.7,179.9202219,173.5184909,0
687,U45400MH2009PTC194913,Peacock Construction Private Limited,FC,Mumbai,Yes,2019-12-31,2023-06-09,7.1264982,7.1264982,0.0,0.0717431,0.071265,0,0
688,L35201WB1931PLC006996,Stone India Limited,FC,Kolkata,No,2021-11-09,2023-06-08,103.0183639,51.8112556,51.2071083,6.2657685,15.29,4.06,0
689,L64203TG1972PLC001513,Galada Power And Telecommunication Limited,FC,Hyderabad,No,2019-08-14,2023-05-25,2118.5493187,2107.2796359,11.2696828,21.54,29.32,0.6062074,0
690,U51506DL1993PLC055392,Telexcell Information Systems Ltd,OC,New Delhi,Yes,2021-10-05,2023-05-30,27.3410462,14.2097702,13.131276,4.7818521,4.4104118,0.2421895,0
691,L27109TG1995PLC022190,Farmax India Limited,OC,Hyderabad,Yes,2022-07-01,2023-06-22,35.2321772,1.9253249,33.3068523,0.3662704,0.3194319,0.1032512,0
692,U85110PN2009PTC133854,Orange Medicare And Research Centre Private Limited,FC,Mumbai,Yes,2022-02-17,2023-06-23,62.7035386,42.2801935,20.4233451,23.67515215,22.96,0,0
693,U15202GA2008PTC005652,Siddharth World Trade Private Limited,FC,Mumbai,Yes,2021-05-13,2023-06-23,236.9158045,236.8778033,0.0380012,8.4834,7.4961,0.0038,0
694,U51101GJ2015PLC082801,Salebhai Internet Limited,OC,Ahmedabad,Yes,2021-12-08,2023-06-20,0.0700297,0.0,0.0700297,0.0312,0,0.0700297,0
695,L45201PN1991PLC063340,DS Kulkarni Developers Limited,FC,Mumbai,No,2019-09-26,2023-06-23,1805.7707155,1550.3311656,255.4395499,596.7339742,1079.5332916,1.7311681,0
696,U74999MH1993PTC074683,DBM Geotechnics And Construction Private Limited,OC,Mumbai,No,2020-01-09,2023-01-25,394.7014944,280.37,114.3314944,27.3337283,27,5.1307975,0
697,U74999TG2017PTC119969,Neoaska Pharma Pvt. Ltd.,OC,Hyderabad,No,2022-04-01,2023-06-28,47.195096,18.7785804,28.4165156,27.7053072,18.7785804,2.8449592,0
698,U74899DL1994PTC058760,Abloom Infotech Private Limited,FC,New Delhi,No,2021-03-11,2023-08-01,50.7179656,12.1139464,38.6040192,46.1942,12.1139464,29.2746447,0
699,U27109DL2004PTC127305,Action Ispat And Power Private Limited,FC,New Delhi,Yes,2022-03-23,2023-09-26,3741.4009991,3633.5730926,107.8279065,212.0920802,248.1840215,7.8159785,0
700,U17121TN2010PTC077454,Alkas Spinning Mills Private Limited,OC,Chennai,Yes,2020-05-05,2023-07-05,10.2358359,9.640623,0.5952129,3.74767,3.82,0.0635,0
701,U70100DL2012PTC237604,Arena Superstructures Private Limited,FC,New Delhi,No,2020-10-29,2023-07-19,781.0256876999999,700.5401724,80.4855153,151.0041336,568.7448557,10.1176646,0
702,U70100DL2012PTC243813,Arhan Infratech Private Limited,OC,New Delhi,No,2019-09-06,2023-08-30,42.5155676,40.0081431,2.5074245,1.0781571,0,0,0
703,U70200WB2012PTC173601,Ashiana Landcraft Realty Private Limited,FC,Kolkata,Yes,2022-01-11,2023-08-11,1228.6092888,1227.0278995,1.5813893,122.54,343.3406126,0.21,0
704,U15419HP2001PTC024726,Bbn Foods Hi-Tech Processing Private Limited,OC,Chandigarh,Yes,2019-12-17,2023-09-21,5.6568136,4.8498526,0.806961,0.4827,0.8472,0.141,0
705,U21014HP1992PTC012443,Bhandari Deepak Industries Private Limited,OC,Chandigarh,Yes,2019-11-19,2023-08-04,24.5997646,14.7041737,9.8955909,9.7332236,12.418,0.6644461,0
706,U01409WB2005PTC102542,Bhumya Tea Company Private Limited,FC,Kolkata,No,2022-04-05,2023-08-28,390.3706975,313.5339504,76.8367471,12.830729,16.1174,4.3826,0
707,U24231GJ1995PTC026040,Bindal Fashion Private Limited,OC,Ahmedabad,Yes,2022-07-08,2023-07-21,11.8534135,10.4265752,1.4268383,0.405544,0.3325,0,0
708,L27100WB2011PLC161235,Bkm Industries Limited,FC,Kolkata,Yes,2020-12-30,2023-09-19,193.9314148,135.7040747,58.2273401,34.7199073,32.01,2.3,0
709,U72900MH2000PTC125900,Broadband Pacenet (India) Private Limited,FC,Mumbai,No,2022-03-10,2023-08-04,340.3909051,340.348288,0.0426171,0.0739029,0,0.0411617,0
710,U15499TN1998PLC041231,Capricorn Food Products India Limited,OC,Chennai,No,2020-11-13,2023-07-12,227.6789936,193.2636107,34.4153829,99.3055173,79.14,0.3,0
711,U26914GJ2007PLC052480,Cengres Tiles Limited,FC,Ahmedabad,Yes,2022-04-27,2023-09-13,100.1684478,75.8147075,24.3537403,49.8825122,41.1379537,3.0620463,0
712,U27104TZ2003PTC010552,Cps Steel India Private Limited,FC,Chennai,Yes,2022-04-25,2023-08-31,33.7007256,10.7390493,22.9616763,1.4058727,1.7,0.2,0
713,L72200TG1991PLC013479,Cura Technologies Limited,OC,Hyderabad,Yes,2022-03-16,2023-09-14,13.9571073,10.1832497,3.7738576,0.0097186,0.4896725,0.1803275,0
714,U45201TG1993PLC057762,Dharti Dredging And Infrastructure Limited,FC,Hyderabad,No,2022-04-05,2023-07-20,408.739177,343.0013958,65.7377812,58.55,49.0153,7.7946465,0
715,U45400MH2008PLC182480,E&G Global Estates Limited,FC,Mumbai,Yes,2020-06-24,2023-08-11,23.2178007,19.9577829,3.2600178,12.2543197,18.83,0,0
716,U27109TG1985PTC029524,Enaar Steel & Alloy Private Limited,CD,Hyderabad,Yes,2022-07-01,2023-06-27,16.0815839,0.0,16.0815839,4.39375,0,10.2331088,0
717,U28610HP1981PTC004418,Forge India Pvt Ltd,OC,Chandigarh,No,2022-01-12,2023-08-04,69.2182975,25.7037752,43.5145223,11.3545638,11.3,0.5,0
718,U31401TN2011PTC081386,Fourpol Electricals Private Limited,FC,Chennai,No,2021-10-04,2023-07-26,0.7820507999999999,0.7658801,0.0161707,0.0571205,0.05835,0.00165,0
719,U55101TZ2008PTC014695,G B J Hotels Private Limited,FC,Chennai,No,2022-04-19,2023-08-25,169.86930990000002,115.4121769,54.457133,203.25445,115.4121769,54.457133,0
720,U25209GJ2012PTC070892,Global Cold Chain Solutions India Private Limited,OC,Ahmedabad,Yes,2022-04-27,2023-08-09,3.2302329,0.335,2.8952329,0.571136,0.067,1.079,0
721,U27109PN2006PTC021883,Greatweld Engineering Private Limited,OC,Mumbai,Yes,2021-01-29,2023-07-18,42.85326,32.0214278,10.8318322,5.46647,5,0.0543,0
722,U70109DL2007PLC167079,Gujarat Hydrocarbons And Power Sez Limited,FC,New Delhi,Yes,2020-11-18,2023-09-19,2363.542482,2174.4367979,189.1056841,206.68025,125,6.433475,0
723,U70101DL2005PTC140561,H L Buildwell Private Limited,FC,New Delhi,No,2022-02-15,2023-08-17,19.8132689,18.5186082,1.2946607,7.654049,7.7,1.55,0
724,U45200TG2001PLC038175,Indu Projects Limited,FC,Hyderabad,No,2019-02-25,2023-07-05,4143.8124316,3934.6054558,209.2069758,220.9,394,6,0
725,L25112GJ1995PLC086579,Innovative Tyres & Tubes Limited,OC,Ahmedabad,No,2022-03-28,2023-08-09,131.3076525,39.1504742,92.1571783,41.4648976,37.8184104,4.4311381,0
726,U51909WB2010PTC154672,Jain Shoppers Private Limited,OC,Kolkata,Yes,2022-02-17,2023-07-10,0.1874197,0.1624197,0.025,0.1796,0.122,0.001,0
727,U70101CH2007PLC030694,Jaycon Infrastructure Limited,FC,Chandigarh,No,2019-10-07,2023-08-23,128.7105525,81.0253767,47.6851758,11.5331989,11.61,0.36,0
728,U21020TG1999PTC032516,Jeevan Polymers Private Limited,OC,Hyderabad,No,2022-04-19,2023-04-21,82.3825164,71.2026571,11.1798593,21.15,22.71,0.2746739,0
729,L42274DL1997PLC270939,Jmt Auto Limited,FC,New Delhi,No,2022-02-23,2023-08-21,220.7733728,168.3681352,52.4052376,105.0305898,111.2440394,12.7921806,0
730,U15400MH1998PLC120526,Kgs Sugar And Infra Corporation Limited,FC,Mumbai,Yes,2019-10-10,2023-08-11,556.7755578,526.4882181,30.2873397,85.8181707,123.7406269,9.6809698,0
731,U51395MH1999PTC117996,Kings Electronics Private Limited,OC,Mumbai,Yes,2019-11-04,2023-08-07,167.72,115.19,52.53,33.313635,39.44,0.48,0
732,U27106PN2005PTC020582,Leela Trade Steel And Commodities India Private Limited,FC,Mumbai,No,2021-02-18,2023-09-27,153.4761471,138.5370025,14.9391446,30.5703897,79.1734277,0.0951668,0
733,U05004WB2011PTC167012,Linus Agroventures Private Limited,FC,Kolkata,No,2020-02-19,2021-11-25,55.7914513,55.7914513,0.0,5.2313983,6.75,0.0670282,0
734,U67190TG2004PTC058625,Mahendra Investment Advisors Private Limited,FC,Hyderabad,Yes,2021-04-28,2023-08-10,217.6354652,174.8971505,42.7383147,14.2724259,5.8996,0.2005,0
735,U40101TN2007PTC063365,Malar Energy And Infrastructure Private Limited,FC,Chennai,Yes,2019-07-05,2023-07-10,68.664132,65.0762352,3.5878968,40.55,15.8375,5.1873,0
736,U74899DL1998PLC093329,Medirad Tech India Limited,FC,New Delhi,No,2021-12-08,2023-08-09,91.7452653,90.2413403,1.503925,40.516177674,43,1.503925,0
737,U40101TG1996PLC054239,Meenakshi Energy Limited,FC,Hyderabad,No,2019-11-07,2023-08-10,4592.3383253,3917.6726091,674.6657162,1100,1338.079474,8.0037498,0
738,U45202KA2010PTC055953,Metrik Infraprojects Private Limited,OC,Bengaluru,Yes,2021-04-16,2023-09-08,50.2685303,43.3468675,6.9216628,0.235811,29.9615333,0,0
739,L02520MP1992PLC007293,Midland Polymers Limited,FC,Indore,Yes,2023-01-06,2023-08-18,2.8505617,2.7750564,0.0755053,2.6363226,2.1919947,0.1255053,0
740,U74999DL2011PTC222377,Oliver Engineering Pvt. Ltd.,FC,New Delhi,No,2022-04-26,2023-09-12,806.5264947000001,762.7658893,43.7606054,99.3725491,106.3813891,4.1690845,0
741,L33309PN2007PLC129597,Opal Luxury Time Products Limited,OC,Mumbai,Yes,2021-08-03,2023-07-20,21.3181671,17.2280805,4.0900866,0,1.1,0.46,0
742,U17119GJ1983PTC005840,Polycoat India Private Limited,FC,Ahmedabad,Yes,2020-12-02,2023-07-13,145.9291418,111.4737385,34.4554033,4.304344,7.5218012,0.3247208,0
743,U45200MP2012PTC027687,Premshree Devcon Private Limited,OC,Ahmedabad,No,2019-06-26,2023-07-06,15.2087357,15.1942086,0.0145271,5.2612475,11.0313121,0.0145271,0
744,U27300DL2011PTC217361,Radiant Castings Private Limited,FC,New Delhi,No,2022-08-24,2023-08-30,100.932719,48.8541529,52.0785661,42.13684125,29.7791315,0.2208685,0
745,L26960UP1991PLC013770,Rathi Graphic Technologies Limited,FC,Allahabad,No,2020-02-03,2023-07-27,249.739319,243.3695998,6.3697192,8.1161856,7.665116,0.1191039,0
746,U74900MH2010PTC200116,Rite Bite Trading Pvt. Ltd.,OC,Mumbai,No,2022-06-02,2023-07-04,79.1359093,0.5253333,78.610576,0.6808,0.5253333,0.5246667,0
747,U27100MH2005PTC152076,Rpa Ferro-Industries Private Limited,FC,Mumbai,No,2022-03-15,2023-07-12,111.0774277,84.9180977,26.15933,38.6674329,20.27,4.8375643,0
748,U29130MH1972PTC016126,S&H Gears Private Limited,FC,Mumbai,Yes,2020-01-09,2023-07-10,17.881422399999998,14.8435218,3.0379006,15.1575018,14.8435218,2.3356335,0
749,U19111TN2006PTC060267,Saalim Shoes Private Limited,OC,Chennai,Yes,2020-09-22,2023-09-20,188.1444568,91.8654587,96.2789981,59,90.1451308,31.0232748,0
750,U25200GJ2012PTC068993,Safeco Hygiene Films Private Limited,FC,Ahmedabad,No,2022-08-01,2023-07-31,37.9736474,20.8216766,17.1519708,31.6686094,20.0799467,17.6519708,0
751,U70109WB2011PTC157021,Sampark Land And Builders Private Limited,CD,Kolkata,Yes,2021-04-30,2023-08-02,19.6763487,6.326034,13.3503147,2.4168632,6.326034,0,0
752,U70109WB2011PTC158307,Sampark Land Developers Private Limited,CD,Kolkata,Yes,2021-04-30,2023-08-02,58.9230949,58.9230949,0.0,12.4400703,58.1430949,0,0
753,U45201DL2003PTC122426,Sandwoods Infratech Projects Private Limited,OC,New Delhi,No,2021-10-25,2023-08-10,168.9037101,165.2850324,3.6186777,3.89093125,125.8922799,0.1641344,0
754,U27107RJ1990PTC005389,Sewa Steels Pvt. Ltd.,OC,Jaipur,Yes,2022-05-25,2023-07-31,36.1829688,20.2318769,15.9510919,7.60153,9.08,0.1603836,0
755,U51398DL2010PTC198383,Shivansh Diamond Private Limited,FC,New Delhi,No,2021-03-10,2023-08-17,101.8337065,100.9967021,0.8370044,1.06375015,2.2,0.03,0
756,U27310MH2007PTC170497,Shree Vaishnav Casting Private Limited,OC,Mumbai,Yes,2019-03-11,2023-07-31,270.4568391,266.8472942,3.6095449,50.1982778,45.4193999,0.1806371,0
757,L70200DL2009PLC190708,Shri Krishna Prasadam Limited,FC,New Delhi,Yes,2022-03-14,2023-07-14,2.1309152,1.8419161,0.2889991,1.522125,1.8419161,0.2889991,0
758,L17110GJ1931PLC000454,Sintex Industries Limited,FC,Ahmedabad,No,2021-04-06,2023-02-10,7816.3194734,7718.9035707,97.4159027,3632.806,3504.7285719,83.4276,0
759,U45201MH2006PTC164274,Sivana Realty Private Limited,OC,Mumbai,No,2020-08-11,2023-07-19,459.4347963,458.8065641,0.6282322,178.25,303.0773477,0.0063002,0
760,U72900MH2005PTC158468,Slogan Infotech Private Limited,FC,Mumbai,No,2022-07-15,2023-07-12,1.2403688,1.2403688,0.0,0.0186561,0.9611391,0,0
761,L85110HR1985PLC022029,Sns Laboratories Limited,OC,Chandigarh,Yes,2022-08-11,2023-08-22,0.986517,0.5100428,0.4764742,0.35763695,0.5100428,0.0315926,0
762,U70101WB2006PLC109898,Srei Equipment Finance Limited,RBI,Kolkata,No,2021-10-08,2023-08-11,33050.43,32703.46,346.97,4910.23,13775.41,9.35,0
763,L29219WB1985PLC055352,Srei Infrastructure Finance Limited,RBI,Kolkata,No,2021-10-08,2023-08-11,,,,,,,0
764,U51900MH1991PLC062917,Steamline Industries Limited,FC,Mumbai,No,2019-03-13,2023-08-11,163.00323450000002,161.5483857,1.4548488,24.4987081,24.7445,0.0728,0
765,L27110GJ1989PLC011748,Steelco Gujarat Limited,FC,Ahmedabad,No,2020-12-31,2023-07-31,169.5113495,153.0786695,16.43268,82.6039995,80.15,4.4,0
766,U24231GJ1992PTC018170,Subi Chemicals Pvt Ltd,FC,Ahmedabad,No,2022-11-25,2023-08-25,194.8577459,194.8577458,1e-07,2.6460442,2.31,1e-07,0
767,U28112GJ2011PTC066943,Superdrawn Wire Industries Private Limited,FC,Ahmedabad,No,2022-03-16,2023-09-19,55.3081937,48.2841504,7.0240433,1.2998269,1.69,0.06,0
768,U70109WB2011PTC157779,Suryodaya Realtors Private Limited,CD,Kolkata,Yes,2021-04-30,2023-08-02,9.6544259,0.6355259,9.0189,3.6575569,0.6355259,0,0
769,U70102MH2010PTC199253,Sutlej Housing Private Limited,OC,Mumbai,No,2019-09-25,2023-07-21,163.9984979,163.9984979,0.0,39.23926,115.2,0,0
770,U17124RJ1986PLC003784,Suzuki Textiles Limited,OC,Jaipur,Yes,2022-01-31,2023-01-18,323.7781184,193.7380193,130.0400991,22.6318645,30.015,0.4273832,0
771,U80301DL2006PTC147399,Swati Health And Education Services Private Limited,FC,New Delhi,Yes,2022-03-04,2023-08-24,35.046571099999994,16.7708533,18.2757178,24.7533066,16.7708533,6.803788,0
772,L51909DL1995PLC064680,Trans Globe Textiles Limited,OC,New Delhi,Yes,2021-10-25,2023-08-07,1.258681,0.0,1.258681,0.0046858,0.05,0.0046858,0
773,U74899DL1969PTC005042,U B S Publishers Distributors Pvt Ltd,OC,New Delhi,No,2022-10-21,2023-08-21,61.3534097,0.0,61.3534097,1.9926,0,2.4855623,0
774,U27200TN1979PTC007696,Ucal Products Private Limited,FC,Chennai,Yes,2021-12-10,2023-08-25,13.8165962,7.2951281,6.5214681,0.54885,0.55,0.1029225,0
775,L65910TN1988PLC016616,Uniply Decor Limited,FC,Chennai,Yes,2022-03-11,2023-09-20,45.0653011,39.7513801,5.313921,38.0310615,26.97,0.5348,0
776,U85100TN2010PTC075214,Vaasan Medical Center (India) Private Limited,FC,Chennai,No,2021-11-01,2023-08-25,260.0953789,139.6085883,120.4867906,1.3430284,1.1015268,2.4146301,0
777,U45309TN2007PTC065781,Vme Properties Private Limited,FC,Chennai,Yes,2021-09-02,2023-09-20,181.5340665,181.070654,0.4634125,11.5054032,14.462986,0.037014,0
778,U36910DL2006PTC144318,Xion Gems & Jewellers Private Limited,FC,New Delhi,No,2021-10-13,2023-07-25,2.2522575,1.1942575,1.058,0.0088478,0.065,0.005,0
779,U17100DN1993PLC000382,Yashasvi Yarns Limited,FC,Ahmedabad,No,2022-04-26,2023-07-17,246.8251385,246.7771007,0.0480378,16.7974425,28.44,0.0480378,0
780,U74900WB2013PTC195421,Maa Anandamoyee Himghar Private Limited,FC,Kolkata,No,2019-10-03,2021-02-19,8.165,8.165,0.0,6.61,8.165,0,0
781,L74999DL1994PLC061353,Educomp Solutions Limited,CD,New Delhi,,2017-05-30,2023-10-09,3043.7722502,3024.2661051,19.5061451,200.972,314,4.2,0
782,U51420MH2004PTC146381,Topworth Steels And Power Private Limited,FC,Mumbai,,2020-01-29,2023-10-11,3499.3612762,2929.2002552,570.161021,238.1590254,236.97,3.1643749,0
783,U45200MH2009PTC193202,Ornate Spaces Private Limited,FC,Mumbai,Yes,2020-06-29,2023-10-06,738.4371530999999,719.8296144,18.6075387,42.932645,459.9507199,0.01,0
784,U35923GJ2009PLC057269,Amw Autocomponent Limited,FC,Ahmedabad,No,2020-09-01,2023-10-12,1663.1163848,1029.7190111,633.3973737,119.61,116.82,6.14,0
785,L31200MP1999PLC013571,Ujaas Energy Limited,OC,Ahmedabad,No,2020-09-17,2023-10-13,237.786278,144.7267509,93.0595271,43.0809,69.3175744,0.2264306,0
786,L15421BR1964PLC006630,Eastern Sugar & Industries Limited,FC,Kolkata,,2022-02-11,2023-10-04,1980.3710038,1980.1454285,0.2255753,4.97382815,5.16,0.1,0
787,U45201MH1971PLC015082,Modella Textile Industries Ltd.,FC,Mumbai,No,2022-05-04,2023-10-06,1155.080958,1123.3368904,31.7440676,466.7134932,476.4949645,1.2800608,0
788,U17120WB2007PLC115418,Gsa Retail Limited,CD,Kolkata,Yes,2022-06-07,2023-10-05,12.6046811,9.0358774,3.5688037,0.5294533,0.22,0.0821191,0
789,U01132WB1992PLC054383,Limtex (India) Ltd.,FC,Kolkata,Yes,2022-06-13,2023-10-04,180.2383851,179.5953799,0.6430052,0.0822238,1.8841047,0.0093987,0
790,U55101TG1989PTC010495,Minerva Enterprises Pvt Ltd,FC,Hyderabad,Yes,2022-07-14,2023-10-04,640.8699951,640.2091182,0.6608769,40.29305,40,0.0413,0
791,L55101TG1965PLC001048,Viceroy Hotels Limited,FC,Hyderabad,No,2018-03-12,2023-10-06,767.9427657,744.5712946,23.3714711,202.83,167,1.1796349,0
792,U15117MH2011PTC211973,Cicil Biochem Private Limited,FC,Mumbai,No,2019-10-01,2023-10-19,37.9501409,15.3994968,22.5506441,4.6644065,5.2172468,0.1127532,0
793,U27106MH1985PLC169768,Mittal Corp Limited,FC,Mumbai,No,2021-11-10,2023-10-18,1767.4945288,1587.517061,179.9774678,114.17585,348.6092083,2.23,0
794,U45201DL1993PTC055641,Uday Estates Private Limited,FC,New Delhi,Yes,2021-11-15,2023-10-16,157.0662415,156.30404,0.7622015,58.1949,46.22,0.08,0
795,U22121DL2010PTC200760,Kriarj Entertainment Private Limited,FC,New Delhi,Yes,2022-02-11,2023-10-12,26.0296027,18.6932,7.3364027,1.444608,0.35,0.05,0
796,U31908BR2012PTC018540,Shiv Sai Metal Products Private Limited,FC,Kolkata,No,2022-04-27,2023-10-18,8.8390743,8.6907127,0.1483616,2.1090992,0.2064817,0.1483616,0
797,U18209GJ2017PTC097870,Gurukrupa Apperals Private Limited,OC,Ahmedabad,Yes,2022-12-12,2023-10-18,15.6473251,10.5314875,5.1158376,0.3303311,0.297761,0.007239,0
798,U45206HR2009PLC038928,C & C Towers Limited,FC,Chandigarh,No,2019-10-10,2023-10-19,578.7858,489.9627,88.8231,75.22,72.26,9.24,0
799,U99999MH1989PTC053093,Rushabh Precision Bearings Limited,FC,Mumbai,Yes,2022-04-25,2023-10-20,25.4187068,23.3593745,2.0593323,10.912440265999999,17.3933456,0.0411867,0
800,L25209WB2018PLC228915,Birla Tyres Limited,OC,Kolkata,No,2022-05-05,2023-10-19,1646.9478538,1129.4659438,517.48191,335.1,278.31,18.0967995,0
801,U74999TG2018PTC123028,Srikanth International Private Limited,OC,Hyderabad,No,2022-06-30,2023-10-13,53.4032878,44.2803456,9.1229422,8.2446509,21,1.6,0
802,U36999TN1996PTC036241,Leo Primecomp Private Limited,FC,Chennai,No,2019-07-24,2023-01-12,145.4425029,140.057343,5.3851599,109.6897558,70,2.35,0
