Sl_No,CIN,Company_Name,Triggered_By,NCLT_Bench,Defunct,Date_Insolvency_Commencement,Date_Liquidation_Order,Total_Admitted_Claims,Admitted_Claims_FC,Admitted_Claims_OC,No_Resolution_Plans,Highest_Resolution_Value,Liquidation_Flag
1741,L17124RJ1986PLC003629,Khator Fibre And Fabrics Limited,OC,Jaipur,No,2021-03-23,2022-07-28,20.4412186,13.9584543,6.4827643,0.0,-,1
1742,U15312CT2006PTC018537,Hariom Rice Mill Private Limited,CD,Cuttack,Yes,2021-06-09,2022-08-03,37.33,37.33,0,3.0,7.31,1
1743,U27105OR2000PLC006295,Maa Tarini Industries Limited,FC,Cuttack,Yes,2021-07-26,2022-07-13,57.66,57.66,0,0.0,-,1
1744,U45202MH2009PTC194229,Kasata Hometech (India) Private Limited,FC,Mumbai,No,2021-08-11,2022-08-05,48.07,47.51,0.56,3.0,-,1
1745,L15424MP1989PLC005564,Girdharilal Sugar And Allied Industries Limited,OC,Indore,Yes,2021-08-17,2022-08-05,68.2440549,26.8078793,41.4361756,2.0,12.5,1
1746,U29303TN1995PTC032703,Techno Power Combines Private Limited,OC,Chennai,Yes,2021-09-02,2022-07-22,0.4292454,0.2774127,0.1518327,0.0,-,1
1747,L51420MH1989PLC053772,Bilpower Limited,FC,Mumbai,Yes,2021-09-07,2022-07-14,593.89,500.33,93.56,0.0,-,1
1748,U74999AP2017PTC106455,Guntur Multi Packaging Industries Private Limited,OC,Amaravati,Yes,2021-11-08,2022-07-18,2.8284705,2.1219484,0.7065221,0.0,-,1
1749,U51909TG2000PTC034057,BP Ferrium Industries Private Limited,FC,Hyderabad,Yes,2021-11-10,2022-07-21,89.6155392,33.6125995,56.0029397,0.0,-,1
1750,L19201DL1989PLC035728,Vishal Footwear Limited,FC,New Delhi,Yes,2021-11-23,2022-08-24,0.1304983,0.1304983,0,0.0,-,1
1751,U51909MH2007PTC174426,Perfect Mobiles And Communications Private Limited,OC,Mumbai,Yes,2022-01-07,2022-08-24,42.48,0.0,42.48,0.0,-,1
1752,L17233AP1987PLC007477,Confro Agro Limited,OC,Amaravati,Yes,2022-02-01,2022-08-18,1.75,1.72,0.03,0.0,-,1
1753,U51221KA2001PTC028911,Rich Fruits Private Limited,OC,Bengaluru,No,2022-02-02,2022-07-28,1.9954095,0.2263983,1.7690112,0.0,-,1
1754,U65910DL2011PTC383488,Mahavir Richab Investments Private Limited,FC,New Delhi,Yes,2022-03-16,2022-08-24,2.14,2.14,0,0.0,-,1
1755,U20296DL2010PTC206628,Pellet Energy Systems Private Limited,FC,New Delhi,No,2018-07-20,2022-08-26,44.71,42.06,2.65,1.0,27.46,1
1756,U72200WB1999PLC089954,Texas Textiles And Industries Limited,FC,Kolkata,Yes,2019-06-19,2022-09-05,20.28,20.28,0,0.0,-,1
1757,U74899DL1987PLC029384,Abhinav Steels And Power Limited,FC,New Delhi,Yes,2019-07-31,2022-09-02,458.7,458.62,0.08,0.0,-,1
1758,U45201RJ2012PTC040641,Devi Infradevelopers Private Limited,OC,Jaipur,Yes,2019-07-31,2022-09-09,3.5356158,3.2628717,0.2727441,0.0,-,1
1759,U92112MH2002PLC137690,Max Flex & Imaging Systems Limited,FC,Mumbai,Yes,2019-09-05,2022-09-23,1033.77,1031.85,1.92,0.0,-,1
1760,U34300RJ1996PTC012935,R. S. Motors Private Limited,OC,Jaipur,Yes,2019-09-30,2022-08-31,8.295819999999999,4.5918,3.70402,0.0,-,1
1761,U17119GJ1994PTC023788,Galaxy Cotton And Textiles Private Limited,FC,Ahmedabad,Yes,2019-10-10,2022-08-29,44.5,44.5,0,0.0,-,1
1762,U02694TN1992PTC069833,Jeppiaar Cements Private Limited,FC,Chennai,Yes,2019-10-10,2022-08-26,94.2230331,89.784897,4.4381361,0.0,-,1
1763,U40100TN2009PTC071271,Cauvery Powergeneration Chennai Private Limited,FC,Chennai,Yes,2019-10-18,2022-09-19,198.02,143.86,54.16,4.0,93,1
1764,U01111DL2003PLC123426,Hydric Farm Inputs Limited,FC,New Delhi,Yes,2019-11-20,2022-09-02,94.78,94.78,0,0.0,-,1
1765,U31902PN2010PTC135299,Shree Ganesh Stampings Private Limited ,FC,Mumbai,Yes,2019-12-06,2022-09-06,17.34,16.31,1.03,1.0,5.1,1
1766,U17125TN2013PTC092173,Vijai Spinners (Rjpm) Private Limited,FC,Chennai,No,2019-12-09,2022-09-19,77.64,77.23,0.4,0.0,-,1
1767,U17120GJ2007PTC051651,Shree Raghuvanshi Fibers Private Limited,OC,Ahmedabad,Yes,2020-02-18,2022-08-30,75.03,39.37,35.67,0.0,-,1
1768,U74920MH1982PLC027283,Topsgroup Services (India) Limited,FC,Mumbai,No,2021-02-19,2022-09-21,343.7272434,124.0367731,219.6904703,0.0,-,1
1769,U45203TG2011PTC074397,Jacobs Infrastructure Private Limited,OC,Hyderabad,Yes,2021-04-26,2022-09-01,5.4837732,0.0,5.4837732,0.0,-,1
1770,U52100WB2006PTC111555,Citylife Retail Private Limited,FC,Kolkata,Yes,2021-05-31,2022-09-13,185.15432170000005,67.1543953,117.9999264,0.0,-,1
1771,U50103WB2006PTC109383,Mohan Motor Dealers Private Limited,FC,Kolkata,Yes,2021-08-03,2022-09-14,7.559634000000001,5.676218,1.883416,0.0,-,1
1772,U72200TG2011PLC074715,Bartronics Global Solutions Limited,FC,Hyderabad,No,2021-08-04,2022-09-06,12.51,2.6,9.9,0.0,-,1
1773,U31102MH1997PLC109955,Indian Transformers Company Limited,FC,Mumbai,No,2021-09-17,2022-08-22,76.6660377,75.8823935,0.7836442,0.0,-,1
1774,U70200DL2010PLC199960,IIC Limited,FC,New Delhi,Yes,2021-09-20,2022-09-08,5.1181695,5.1181695,0,0.0,-,1
1775,U24117PY1992PLC000855,Abhiraami Chemicals Limited,FC,Chennai,Yes,2021-10-04,2022-09-19,2.87,1.04,1.83,0.0,-,1
1776,U31901TN2001PTC047708,Venture Power Systems India Private Limited,OC,Chennai,Yes,2021-10-04,2022-09-12,25.91,11.48,14.43,0.0,-,1
1777,L70101WB1980PLC032922,Kharikatia Tea & Industries Limited,FC,Kolkata,Yes,2021-12-01,2022-09-21,1.38,1.38,0,0.0,-,1
1778,U70102TN2009PTC071383,KN Interior Designs And Engineering Private Limited,CD,Chennai,Yes,2021-12-03,2022-09-19,3.0821671,3.0071711,0.074996,0.0,-,1
1779,U27109WB1991PTC052566,Subhlabh Steels Private Limited,OC,Kolkata,No,2021-12-09,2022-09-06,204.79,0.0,204.79,0.0,-,1
1780,U74899DL2001PTC112955,VRJ Traders Private Limited,CD,New Delhi,Yes,2021-12-22,2022-09-13,0.0,0.0,0,0.0,-,1
1781,U74920AP2005PTC048418,Trilok Security Systems India Private Limited,OC,Amaravati,Yes,2022-01-18,2022-09-01,24.19,11.56,12.63,0.0,-,1
1782,U51109WB1994PTC064877,Infar Tie-Up Private Limited ,FC,Kolkata,Yes,2021-12-14,2022-08-26,355.47,246.71,108.76,0.0,-,1
1783,U15143TG1997PLC028321,G S Oils Limited,OC,Hyderabad,No,2021-12-21,2022-09-12,1087.08,978.31,108.76,0.0,-,1
1784,U99999TG1994PLC018265,Prismack Biotechnics Limited,FC,Hyderabad,Yes,2022-02-07,2022-09-09,81.74,81.74,0,1.0,5.6,1
1785,U74900DL2012PTC243091,Iriisnet Communication Private Limited,OC,New Delhi,Yes,2022-02-24,2022-09-21,0.1430072,0.0,0.1430072,0.0,-,1
1786,U45202TN2005PTC058011,J.K.S. Construction Private Limited,FC,Chennai,Yes,2022-03-11,2022-09-08,209.0985231,209.0985231,0,0.0,-,1
1787,U74120MH1988PTC048683,Liz Traders And Agents Private Limited,FC,Mumbai,Yes,2022-02-25,2022-09-05,456.91,456.91,0,0.0,-,1
1788,U70200WB1995PTC071258,Aryavrat Trading Private Limited,FC,Kolkata,No,2022-04-01,2022-09-21,446.7668025,446.5949706,0.1718319,0.0,-,1
1789,U70101DL2011PTC221122,HPT Constructions Private Limited,FC,New Delhi,Yes,2022-04-01,2022-09-02,6.03,6.03,0,0.0,-,1
1790,U51109WB2008PTC122342,Chiraag Vyapaar Private Limited,OC,Kolkata,Yes,2022-04-01,2022-08-30,20.81,20.81,0,0.0,-,1
1791,U40100CT2010PTC021531,Mcchem-Anlagen Energies & Infratech Private Limited,OC,Cuttack,Yes,2022-04-06,2022-09-14,1.24,0.0,1.24,0.0,-,1
1792,U19201TN2001PTC048053,United India Shoe Corporation Private Limited,OC,Chennai,Yes,2018-10-31,2022-10-21,77.42,57.39,20.03,1.0,12,1
1793,L45201DL1996PLC080401,C And C Construction Limited,FC,New Delhi,No,2019-02-14,2022-10-07,2763.5498392,2627.4628301,136.0870091,1.0,140.5,1
1794,U72300MH2010PTC201295,Nilltech Software Private Limited ,OC,Mumbai,Yes,2019-10-25,2022-04-22,0.0,0.0,0,0.0,-,1
1795,U40100MH1997PTC110591,Kotakurja Private Limited,OC,Mumbai,Yes,2019-11-18,2022-10-03,45.2444443,31.2159905,14.0284538,0.0,-,1
1796,U27104JH2004PTC010861,Adi Ispat Private Limited,FC,Kolkata,Yes,2019-11-22,2022-09-27,142.989417,135.3927277,7.5966893,2.0,15,1
1797,U51900MH1991PTC064179,Panache Exports Private Limited ,FC,Mumbai,Yes,2019-11-25,2022-09-23,33.2193375,31.6494626,1.5698749,0.0,-,1
1798,U72900MH2010PTC200662,Lakeview Techsystems Private Limited,OC,Mumbai,Yes,2019-12-02,2021-11-12,0.0923605,0.0,0.0923605,0.0,-,1
1799,U72900MH2010PTC200664,Aqua Infotech Private Limited ,OC,Mumbai,Yes,2020-01-03,2022-03-25,0.1053068,0.0,0.1053068,0.0,-,1
1800,U27205MP2011PTC026200,Shrimati Jwellery House Private Limited,FC,Indore,Yes,2020-02-20,2022-09-23,39.4269142,39.4269142,0,0.0,-,1
1801,U01711MP1997PTC011615,Patwa Automotive Private Limited,FC,Ahmedabad,Yes,2020-09-09,2022-09-30,82.1163712,81.5900938,0.5262774,0.0,-,1
1802,U55204TG2010PTC070754,Saptarishi Hotels Private Limited,FC,Hyderabad,No,2021-01-18,2022-10-19,265.115507,238.5201406,26.5953664,4.0,66.67,1
1803,U50100KL2007PTC020847,Platinoclassic Motors (India) Private Limited,FC,Kochi,Yes,2021-03-08,2022-09-30,45.3593127,39.1169472,6.2423655,1.0,166.2744435,1
1804,U29142TN1998PLC040858,Nexus Electro Steel Limited,FC,Chennai,Yes,2021-03-30,2022-09-09,139.23422499999998,116.0418864,23.1923386,1.0,10,1
1805,U74210DL2007PTC160401,Athena Energy Ventures Private Limited,FC,Hyderabad,Yes,2021-04-16,2022-07-21,15101.2960452,15101.2960452,0,0.0,-,1
1806,U45200TG2000PTC034812,GVS Infra & Industries Private Limited,FC,Hyderabad,Yes,2021-10-01,2022-09-21,372.7169104,372.7169104,0,0.0,-,1
1807,U01403DL2006PTC151397,Prudential Hotels Private Limited,FC,New Delhi,Yes,2021-10-01,2022-09-21,4.4974903,4.4974903,0,0.0,-,1
1808,U17115PB1986PLC007058,Sohrab Textile Mills Limited,OC,Chandigarh,Yes,2021-10-06,2022-10-28,10.56999,8.0851156,2.4848744,0.0,-,1
1809,U52601MP2017PTC044064,Oxygen Lifeline Retail Private Limited,OC,Indore,Yes,2021-10-07,2022-09-22,10.4034163,6.7270699,3.6763464,0.0,-,1
1810,U45500MH2016PTC284452,Technic Projects Constructions Private Limited,OC,Mumbai,Yes,2021-12-06,2022-09-19,0.5027271,0.0,0.5027271,0.0,-,1
1811,U74110KA2007PTC044646,East Mond Infra And Trade Private Limited,OC,Bengaluru,No,2022-01-05,2022-09-29,226.5987877,0.0,226.5987877,0.0,-,1
1812,U74900AP2012PTC078596,K.P.R Universal Holdings Private Limited,CD,Amaravati,Yes,2022-01-19,2022-08-17,17.3041056,10.4878849,6.8162207,0.0,-,1
1813,U74140DL2013PTC250296,Benchmark Supply Chain Solutions Private Limited,OC,New Delhi,Yes,2022-05-17,2022-10-12,1.1090977,0.0,1.1090977,0.0,-,1
1814,U72900DL2014PTC272604,Nascent Communication Private Limited,OC,New Delhi,No,2022-05-09,2022-10-19,2.5059093,0.3741696,2.1317397,0.0,-,1
1815,U52335KL2008PTC022839,Axiomata Elevators Private Limited ,OC,Kochi,Yes,2019-11-26,2022-10-28,0.9059166,0.0257716,0.880145,0.0,-,1
1816,U51909DL2015PTC278447,Venessa Metals & Alloys Private Limited,OC,New Delhi,Yes,2020-02-19,2022-11-16,0.04,0.0,0.04,0.0,-,1
1817,U24222MH2006PTC163629,JK Coil Coatings Private Limited,OC,Mumbai,No,2020-09-18,2022-11-03,69.6969867,37.8249231,31.8720636,0.0,-,1
1818,U51909DL1984PLC018787,Deltronix India Limited,OC,New Delhi,Yes,2021-02-03,2022-10-18,255.8642807,214.1417177,41.722563,1.0,14.2,1
1819,U17299MH2006PLC163645,Artedz Fabs Limited,FC,Mumbai,Yes,2021-02-22,2022-10-06,27.0161357,18.8889625,8.1271732,1.0,5.4765,1
1820,U45309PY2016PTC008097,JKS The Banyaan Private Limited,CD,Chennai,Yes,2021-04-23,2022-11-09,60.1513889,60.1513889,0,0.0,-,1
1821,U15143PY1978PTC000151,Pondicherry Extraction Industries Private Limited,CD,Chennai,Yes,2021-04-23,2022-11-09,60.1513889,60.1513889,0,0.0,-,1
1822,U74999MH2016PLC289073,Cox & Kings Financial Service Limited,FC,Mumbai,Yes,2021-05-07,2022-10-11,510.2960031,496.1681541,14.127849,1.0,1.25,1
1823,U74999OR1990PTC002412,Y.Pani And Company Private Limited,CD,Cuttack,Yes,2021-09-13,2022-10-31,2.101615,2.078115,0.0235,0.0,-,1
1824,AAC4849,Gajanan Gangamai Industries LLP,FC,Mumbai,Yes,2021-09-22,2022-10-11,385.4765187,246.108018,139.3685007,0.0,-,1
1825,U50101KL2003PTC015959,Koyenco Autos Private Limited,FC,Kochi,Yes,2021-10-06,2022-11-04,39.3260724,39.3260724,0,1.0,14,1
1826,U29309TN1995PTC033840,Effimax Engineers Private Limited,OC,Chennai,Yes,2021-12-15,2022-11-17,5.5007857,1.8170197,3.683766,0.0,-,1
1827,U74999DL2015PTC288231,Profisor Services Private Limited,CD,New Delhi,Yes,2021-11-29,2022-10-19,0.3259951,0.0,0.3259951,0.0,-,1
1828,U45209WB2010PLC149763,Abhijeet Hazaribagh Toll Road Limited,OC,Kolkata,Yes,2022-01-07,2022-11-07,482.6907405,482.6456405,0.0451,0.0,-,1
1829,U51909GJ2013PTC075668,Male Square Retails Private Limited,OC,Ahmedabad,Yes,2022-04-27,2022-11-01,1.8548347,0.04,1.8148347,0.0,-,1
1830,U74899DL1956PTC002640,Reliable Finance Corpn Private Limited,FC,New Delhi,Yes,2022-07-04,2022-11-15,1.3749255,1.3749255,0,0.0,-,1
1831,U74140DL2014FTC273456,Innovari Technologies Private Limited,OC,New Delhi,Yes,2019-08-21,2022-11-02,1.1217381,0.0,1.1217381,0.0,-,1
1832,U45400DL2009PTC189270,Sharma Kalypso Private Limited*,FC,New Delhi,,2020-01-02,2022-11-16,,,,,,1
1833,U51900MH2014PTC257076,Onus Enterprise Private Limited ,FC,Mumbai,Yes,2020-03-03,2021-12-24,31.5242683,31.5242683,0,0.0,-,1
1834,U74999MH2011PTC224691,Mtc Ecom Private Limited,FC,Mumbai,Yes,2020-08-17,2022-07-26,6.2459956000000005,2.0314804,4.2145152,0.0,-,1
1835,U52341KL2010PTC025917,Nassco Trading India Private Limited,OC,Kochi,Yes,2021-03-23,2022-09-27,18.5596207,18.5596207,0,0.0,-,1
1836,U27106WB2007PTC117835,S.B. Ispat (India) Private Limited,OC,Kolkata,No,2022-01-07,2022-11-18,0.0,0.0,0,0.0,-,1
1837,U24130MH2005PLC150612,Renaissance Corporation Limited,FC,Mumbai,No,2022-03-15,2022-10-18,337.43796610000004,3.9692762,333.4686899,0.0,-,1
1838,U74899DL1994PLC057652,Hythro Power Corporation Limited,OC,New Delhi,No,2019-06-12,2022-11-23,1111.3860309,870.9621379,240.423893,1.0,33.05,1
1839,U45200DL2007PLC159642,Reom Infrastructure And Constructions Limited,OC,New Delhi,No,2019-07-19,2022-11-28,85.364887,0.0,85.364887,0.0,-,1
1840,U40101KA2003PTC031550,Sagar Power (Neerukatte) Private Limited,FC,Bengaluru,Yes,2019-09-27,2022-11-04,225.3949214,223.5841111,1.8108103,3.0,30.13278,1
1841,U80300MH1993PTC070422,Vidyasagar Learning Private Limited,OC,Mumbai,Yes,2019-10-22,2022-09-28,0.6210033,0.052695,0.5683083,0.0,-,1
1842,U22219MH2013PTC241296,Sab Global Entertainment Media Private Limited,FC,Mumbai,Yes,2019-11-05,2022-12-09,133.4885175,133.1385175,0.35,0.0,-,1
1843,U51900MH1996PTC101756,Windcastle Exports Private Limited,OC,Mumbai,Yes,2019-11-08,2022-11-17,40.7497623,0.0,40.7497623,0.0,-,1
1844,U50101MP2013PTC031893,R Square Shri Sai Baba Abhikaran Private Limited,OC,Ahmedabad,Yes,2021-01-18,2022-11-25,20.9931375,14.2241772,6.7689603,0.0,-,1
1845,U15141TN1997PTC070777,Juku Orchem Private Limited,OC,Chennai,Yes,2021-03-02,2022-11-23,20.3954848,20.1903763,0.2051085,0.0,-,1
1846,U51109WB1995PTC068406,Janpragti Commodities Private Limited,FC,Kolkata,Yes,2021-07-15,2022-12-08,1137.2953017999998,1082.3955012,54.8998006,0.0,-,1
1847,U74900MH2010PTC204738,Vindhyavasini Corporation Private Limited,FC,Mumbai,Yes,2021-08-30,2022-11-16,1759.0,1759.0,0,0.0,-,1
1848,U45205TN2011PTC081758,Eap Infrastructures Private Limited,OC,Chennai,Yes,2021-09-02,2022-11-23,18.4426164,0.2078266,18.2347898,0.0,-,1
1849,U52609TN2017PTC116518,Saravana Stores Gold Palace Private Limited,OC,Chennai,Yes,2021-10-04,2022-11-28,209.5191915,209.5191915,0,0.0,-,1
1850,U60100TN2013PTC093064,GPR Resources Private Limited,OC,Chennai,Yes,2021-11-01,2022-11-23,14.9008735,12.7427442,2.1581293,0.0,-,1
1851,U27101WB2002PTC094371,Gouri Iron & Steel Private Limited,CD,Kolkata,Yes,2021-11-25,2022-11-24,504.731637,0.0,504.731637,0.0,-,1
1852,U23300GJ2008PLC052581,Sintex Oil And Gas Limited,OC,Ahmedabad,Yes,2021-12-21,2022-12-06,72.9063894,72.3961693,0.5102201,0.0,-,1
1853,U22219WB1955PTC022547,Hindusthan Small Tools Private Limited,FC,Kolkata,Yes,2022-01-14,2022-12-19,37.8363505,37.8337124,0.0026381,1.0,3.01,1
1854,U74999TG1992PLC014388,GVK Industries Limited,FC,Hyderabad,Yes,2022-04-21,2022-12-15,734.752922,734.7523999,0.0005221,0.0,-,1
1855,U01400WB2009PLC134240,Progress Cultivation Limited,FC,Kolkata,Yes,2022-05-12,2022-12-01,6.4246634,6.4246634,0,0.0,-,1
1856,U51109MH2009PTC197392,Tin Time Consultancy Private Limited,FC,Mumbai,Yes,2022-04-28,2022-11-01,44.3284529,44.3284529,0,0.0,-,1
1857,U15200PN2011PTC140163,Rajmangal Milk & Agro Foods Private Limited,FC,Mumbai,Yes,2022-03-28,2022-10-18,15.7984185,15.7984185,0,0.0,-,1
1858,U45202MH2010PTC210848,Bhattad Brothers Realty Private Limited,FC,Mumbai,Yes,2021-12-15,2022-12-16,10.8949757,10.8949757,0,0.0,-,1
1859,U51311DL1996PTC075187,Exclusive Overseas Private Limited,OC,New Delhi,No,2018-10-26,2022-12-20,43.210285,42.9412271,0.2690579,1.0,5.5,1
1860,U52390DL2013PTC255950,Krishna Kraftex Private Limited,CD,New Delhi,Yes,2019-02-20,2022-11-15,0.5052731,0.5052731,0,0.0,-,1
1861,U51909MH2016PTC283353,Raunak Mercantile And Trading Private Limited ,OC,Mumbai,Yes,2019-10-14,2022-12-08,37.068948,0.0,37.068948,0.0,-,1
1862,U27106TN2003PLC051727,Kamachi Industries Limited,FC,Chennai,No,2020-02-19,2022-12-09,1495.407178,1489.5411615,5.8660165,2.0,370,1
1863,U70102WB2010NPL146580,Oxford Facilities Management,FC,Kolkata,Yes,2020-03-13,2022-12-30,4.416998,4.416998,0,0.0,-,1
1864,U25209MH2011PTC225071,Poly Logic International Private Limited,OC,Mumbai,Yes,2020-05-26,2022-12-07,165.95423649999998,165.6597416,0.2944949,0.0,-,1
1865,U74999DL2017PTC322580,Tyson Retail Services Private Limited,OC,New Delhi,Yes,2020-06-04,2022-12-22,1.7213929,1.5156803,0.2057126,0.0,-,1
1866,U21093GJ2007PLC050283,Octopus Papers Limited,FC,Ahmedabad,Yes,2020-12-11,2022-12-21,16.1228737,16.1228737,0,3.0,2.01,1
1867,U63033MH2005PLC154014,Mercator Oil & Gas Limited,OC,Mumbai,Yes,2021-06-30,2022-11-14,480.5296803,480.3161671,0.2135132,0.0,-,1
1868,U27109TG1990PLC011353,Midfield Industries Limited,OC,Hyderabad,Yes,2021-08-27,2022-12-06,225.1555531,206.0902427,19.0653104,0.0,-,1
1869,U74930GA2010PTC006256,Muktar Infrastructure (India) Private Limited,FC,Mumbai,No,2021-10-04,2022-09-21,326.1113069,322.2770584,3.8342485,0.0,-,1
1870,U10100TN2013PTC091757,S.M.Ramcoal Importers Private Limited,OC,Chennai,Yes,2021-10-13,2022-11-02,31.390905600000004,15.3364624,16.0544432,0.0,-,1
1871,U63090GJ2011PTC065114,SRK Multimodal Solutions Private Limited,OC,Ahmedabad,Yes,2021-11-23,2022-11-28,27.1554755,0.0,27.1554755,0.0,-,1
1872,U74900WB2014PTC201262,Banger Tech Private Limited,CD,Kolkata,Yes,2021-11-25,2022-12-29,2.1284502,0.1910347,1.9374155,0.0,-,1
1873,U22219TN2002PTC048248,Millennium Soft-Tech (India) Private Limited,OC,Chennai,Yes,2021-12-14,2022-12-09,10.752758,3.8933909,6.8593671,0.0,-,1
1874,U45200KL2011PLC029543,Tenny Jose Limited,OC,Kolkata,Yes,2021-12-21,2022-12-16,173.7108397,59.6818618,114.0289779,0.0,-,1
1875,AAL5103,AGRS Projects LLP,OC,Amaravati,Yes,2022-01-18,2022-12-06,3.8831018,0.0,3.8831018,0.0,-,1
1876,U72200KA2005PTC036221,Welworth Software Private Limited,FC,Bengaluru,Yes,2022-02-01,2022-11-30,22.2030549,1.03,21.1730549,0.0,-,1
1877,U40101TN2000PTC045283,Kaveri Gas Power Private Limited,FC,Chennai,No,2022-02-04,2022-12-09,387.0345161,178.8001984,208.2343177,3.0,2.6,1
1878,U29256WB1994PTC065254,Ceebuild Company Private Limited,OC,Kolkata,Yes,2022-02-17,2022-12-27,86.9390821,70.7626799,16.1764022,0.0,-,1
1879,U21012TG1996PTC024764,Harishankar Paper Products Private Limited,FC,Hyderabad,Yes,2022-04-13,2022-11-11,91.8850577,68.6563457,23.228712,0.0,-,1
1880,U15141WB1994PTC063075,Bansal Oil Extraction Private Limited,FC,Kolkata,Yes,2022-05-10,2022-11-18,129.2848382,129.0732549,0.2115833,0.0,-,1
1881,U25199KL1998PTC012089,Rubber Wood India Private Limited,CD,Kochi,No,2022-05-17,2022-12-15,60.3249724,42.8302962,17.4946762,0.0,-,1
1882,U72900PN2012PTC142729,Klisma E-Services Private Limited,FC,Mumbai,Yes,2020-01-20,2021-08-10,2.7426663,2.7426663,0,0.0,-,1
1883,U24211MP2012PTC029169,Advance Nath Agri Chemicals Private Limited,OC,Ahmedabad,Yes,2020-12-15,2022-11-25,2.9923682,0.0,2.9923682,0.0,-,1
1884,U74210MH2008PTC188839,Slipcon Engineering Private Limited,OC,Mumbai,Yes,2021-12-07,2022-12-21,1.206404,0.2770041,0.9293999,0.0,-,1
1885,U51909MH2005PTC153705,Vijay Trading Company Private Limited,FC,Mumbai,Yes,2022-03-28,2022-11-25,115.09,115.09,0,0.0,-,1
1886,U51909TG1994PTC017534,Patidar Exim Private Limited,FC,Hyderabad,Yes,2022-02-04,2022-12-15,21.273163,20.7498487,0.5233143,0.0,-,1
1887,U67120MH1981PTC294965,Prarthna Private Limited,OC,Mumbai,Yes,2021-11-26,2022-08-23,100.8916778,4.3890408,96.502637,0.0,-,1
1888,U51909OR2019PTC031369,Lumex Resources Private Limited,FC,Cuttack,Yes,2021-10-08,2023-01-10,0.0,0.0,0,0.0,-,1
1889,U74899DL1994PTC063193,Qutab Realcon Private Limited,FC,New Delhi,Yes,2022-05-05,2023-01-02,1.5105247,1.5105247,0,0.0,-,1
1890,U28910GJ2013PTC075255,Cooltech Containers Private Limited,OC,Ahmedabad,Yes,2020-12-17,2023-01-11,0.0,0.0,0,0.0,-,1
1891,U74899DL2001PLC111383,Earth Water Limited,OC,New Delhi,No,2021-02-15,2023-01-03,312.0568635,258.3542972,53.7025663,1.0,15.35,1
1892,U24232DL1999PLC098564,Sanyog Healthcare Limited,OC,New Delhi,Yes,2021-03-12,2023-01-02,234.4912153,224.3699226,10.1212927,2.0,5.518,1
1893,U00898HR2005PTC035762,Nestor HR Services Private Limited,FC,Chandigarh,Yes,2021-09-20,2023-01-03,2.7122925,0.3126896,2.3996029,0.0,-,1
1894,U35203TG2007PLC057400,Viom Infra Ventures Limited,FC,Hyderabad,No,2021-09-23,2023-01-10,509.1484788,502.3571284,6.7913504,1.0,2,1
1895,U21010MH1962PLC012282,Ajanta Paper And General Products Limited,FC,Mumbai,No,2021-10-07,2023-01-02,1540.0510584,1538.9013888,1.1496696,1.0,11.11,1
1896,U15549TN2016PTC112099,GHO Agro Private Limited,FC,Chennai,Yes,2021-11-01,2023-01-03,78.292517,77.8215637,0.4709533,1.0,29.0024438,1
1897,U74950GJ1987PTC010045,Hitkari Packaging Private Limited,OC,Ahmedabad,Yes,2022-05-31,2023-01-10,4.1632026,4.0453707,0.1178319,0.0,-,1
1898,L40103TG1995PLC019554,Suryachakra Power Corporation Limited,FC,Hyderabad,No,2018-10-03,2022-09-01,170.14675440000002,169.9627034,0.184051,1.0,10.12,1
1899,U15143TG1992PLC014547,Sarda Agro Oils Limited,FC,Hyderabad,Yes,2019-08-27,2023-01-09,256.5448569,178.764449,77.7804079,2.0,10.17,1
1900,U15143PB1983PTC005567,Evershine Solvex Private Limited ,OC,Chandigarh,Yes,2020-02-27,2023-01-23,18.7907454,18.6007454,0.19,3.0,3.3,1
1901,U31909DL2003PTC121756,Gem Batteries Private Limited,FC,New Delhi,Yes,2020-12-01,2023-01-11,32.2133598,32.1538598,0.0595,0.0,-,1
1902,U29199GJ1998PLC034128,Ainwesha Engineering & Projects Limited,OC,Ahmedabad,No,2021-01-25,2023-01-13,331.1518766,224.9824904,106.1693862,3.0,5.7106011,1
1903,U74999TG2005PTC045773,SV SVS Projects Private Limited,FC,Hyderabad,Yes,2021-04-26,2023-01-10,45.9319927,45.9319927,0,1.0,18.3,1
1904,U51909MH2010PTC202135,Moli Merchant Traders Private Limited,FC,Mumbai,Yes,2021-09-23,2022-11-25,10.6256593,1.9538755,8.6717838,0.0,-,1
1905,U40100PN2003PTC139688,Spark Green Energy (Ahmednagar) Private Limited,OC,Mumbai,Yes,2021-11-16,2022-12-07,382.6346049,375.5602783,7.0743266,0.0,-,1
1906,U74900TN2014PLC097179,Tapstia Industrial Micro Estate Landmark Auto Engineering Consortium Limited,FC,Chennai,Yes,2021-11-17,2023-01-20,49.9306225,49.8487225,0.0819,1.0,7.26,1
1907,U63040DL2008PTC175533,Fore Representations & Travels Private Limited.,OC,New Delhi,Yes,2021-12-23,2022-12-22,4.0292758,0.0,4.0292758,1.0,0.09,1
1908,U34100MP2009PTC021929,Shirani Automotive Private Limited,CD,Indore,Yes,2021-12-23,2023-01-20,25.1467434,10.4293713,14.7173721,0.0,-,1
1909,U51432CT2014PTC001546,Plutus Infraventures Private Limited,FC,Cuttack,Yes,2022-03-15,2023-01-24,19.1585112,19.1585112,0,0.0,-,1
